verdict,verification,company_name,website,domain,city,state,phone,address,rating,review_count,google_verified,window_service,segment,also_does_auto_glass,primary_business,confidence,evidence,duplicate_domain,original_spreadsheet_tab
YES,web-searched,Zelaya Windows & Glass,https://www.zelayawindows.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=16006523137603938515,zelayawindows.com,Carrollton,TX,+1 469-544-1045,"1510 Randolph St Ste 203, Carrollton, TX 75006, United States",,,Yes,"Vinyl window replacement and installation, glass replacement, patio doors, storm windows; residential and business",Both,False,Window & glass replacement company,medium,"Angi listing for Zelaya Windows & Glass, Carrollton TX: 'quality Vinyl Windows, Glass, Patio Door replacements and installation... New Windows Service, Storm Windows - Install or Replace, Business Window Service'",,Window
YES,web-searched,Zen Windows Dallas,https://zenwindows.com/dallas/?utm_source=google&utm_medium=organic&utm_campaign=maps_dallas,zenwindows.com,,,+1 214-447-3199,,5.0,4,Yes,"Whole-window replacement and installation (vinyl, bay, etc.) plus doors; no repairs",Residential,False,Replacement window company (quote-online model),high,Page titles 'Dallas Window Installation' (zenwindows.com/dallas/windows/window-installation/) and 'Residential Window Replacement in Dallas',,Window
NO,web-searched,A&M Glass Service,http://www.amglassservice.com/,amglassservice.com,Dallas,TX,+1 214-327-9988,"12243 Shiloh Rd, Dallas, TX 75228, United States",4.9,93,Yes,,,True,Mobile auto glass / windshield repair and replacement,high,"Site title 'Auto Glass Repair & Replacement Dallas, Garland, Frisco, TX' and pages /auto-glass-replacement/, /auto-glass-repair/; 'serving the Dallas area for 18 years in auto glass repair and auto glass replacement'. Second search for residential/commercial glass returned only same-named companies in CA/CO/VA, not this Dallas business.",,Auto-Glass-Tint-Audio
YES,web-searched,AAA Fast Glass Incorporated,http://aaafastglass.com/,aaafastglass.com,Dallas,TX,+1 972-241-0012,"2270 Manana Dr, Dallas, TX 75220, United States",3.0,2,No,"Residential window/glass replacement and commercial storefront, curtain wall and door glass replacement",Both,False,Commercial & residential glass company / glaziers,high,"Page titles 'Dallas - Fort Worth Storefront, Glass Window Replacement' (/storefront-and-curtain-wall.html) and 'Dallas - Fort Worth Residential Glass, Dallas Window Replacement' (/residential-glass.html)",,Auto-Glass-Tint-Audio
NO,web-searched,Abaco Auto Glass,http://www.abacoautoglass.com/,abacoautoglass.com,Dallas,TX,+1 214-457-6837,"11147 Harry Hines Blvd, Dallas, TX 75229, United States",4.7,102,Yes,,,True,Auto glass / windshield replacement and repair,high,"Yelp/listings: 'specializes in high-end windshield replacements and auto glass repair... rear windshield replacement, rock chip repair, mobile auto glass'; no building-glass services found",,Auto-Glass-Tint-Audio
NO,web-searched,AK Calibration & Auto Glass,https://akcalibrationautoglass.com/,akcalibrationautoglass.com,Dallas,TX,+1 972-779-0011,"1835 Empire Central Dr Ste I, Dallas, TX 75235, United States",4.8,18,Yes,,,True,Auto glass replacement and ADAS windshield calibration,high,"Site pages 'Windshield Repair and Replacement Dallas, TX' and 'ADAS Windshield Calibration Company'; 'chip repair, auto glass replacement, and windshield replacement on most personal and commercial vehicles'",,Auto-Glass-Tint-Audio
NO,web-searched,All Around Auto Glass,http://www.allaroundautoglass.net/,allaroundautoglass.net,Balch Springs,TX,+1 469-744-4074,"Long Hill Ln, Balch Springs, TX 75180, United States",4.9,119,Yes,,,True,Auto glass repair and replacement (mobile),medium,Listings: 'All Around Auto Glass offers auto glass replacement and auto glass repair services'; the window repair/replacement items listed are vehicle glass. No building-window work found in results.,,Auto-Glass-Tint-Audio
NO,web-searched,All Clear Auto Glass DFW,http://autoglassdfwcity.com/,autoglassdfwcity.com,Grand Prairie,TX,+1 214-218-5430,"4206 S Carrier Pkwy, Grand Prairie, TX 75052, United States",4.6,116,Yes,,,True,"Auto glass / windshield replacement and repair, auto tint",high,Listings: 'windshield and all auto glass replacements for all models... Sunroof/Door Glass/Quarter panel/Back Glass/Tint/Headlights',,Auto-Glass-Tint-Audio
NO,web-searched,All Glass Installation,http://dallasfortworthglass.com/,dallasfortworthglass.com,Dallas,TX,+1 972-234-5678,"11180 Denton Dr, Dallas, TX 75229, United States",4.9,145,Yes,,,True,Auto glass / windshield replacement,medium,"dallasfortworthglass.com service list is entirely automotive: 'windshield replacement, rear windshield replacement, driver & passenger window replacement, quarter glass replacement, sunroof replacement, rock chip repair, power window repair, and ADAS camera calibration'. Two searches surfaced no building-glass work despite the generic company name",,Auto-Glass-Tint-Audio
NO,web-searched,ALSET Auto,https://www.alsetauto.com/dallas/?utm_source=google+&utm_medium=organic+traffic&utm_campaign=Dallas+Alset+Auto,alsetauto.com,Dallas,TX,+1 214-624-7609,"2636 Walnut Hill Ln Ste 110B, Dallas, TX 75229, United States",4.9,117,Yes,,,True,"Tesla paint protection film, ceramic coating and automotive window tint",high,"alsetauto.com/dallas titled 'Tesla Paint Protection, Ceramic Coating & Window Tint in Dallas, TX'; 'works exclusively on Tesla vehicles'",,Auto-Glass-Tint-Audio
NO,web-searched,Auto Glass Garland,https://autoglassgarland.com/,autoglassgarland.com,Dallas,TX,+1 214-884-9999,"9837 Walnut St, Dallas, TX 75243, United States",4.7,67,Yes,,,True,Auto glass / windshield repair and replacement,high,"autoglassgarland.com/AutoGlass 'Auto Glass Services in Garland, TX' - windshield repair/replacement, side window, rear window, sunroof and mirror repair for vehicles; mobile service to home/office/roadside",,Auto-Glass-Tint-Audio
NO,web-searched,Auto Glass Now,https://www.autoglassnow.com/our-locations/mesquite-57365/?utm_medium=organic&utm_source=google&utm_campaign=gmb&utm_term=website,autoglassnow.com,Mesquite,TX,+1 469-828-2051,"3548 Gus Thomasson Rd, Mesquite, TX 75150, United States",4.8,314,Yes,,,True,National auto glass chain - windshield repair and replacement,high,"autoglassnow.com/auto-glass-services/ - 'specializes in Windshield Repair, Windshield Replacement, Rear Windshield Replacement and Side Window Replacement' plus ADAS calibration",,Auto-Glass-Tint-Audio
NO,web-searched,Auto Glass Shop,https://autoglass-shop.com/,autoglass-shop.com,Dallas,TX,+1 214-245-6293,"4215 Parry Ave, Dallas, TX 75223, United States",4.4,125,Yes,,,True,Auto glass repair shop,medium,"Yelp 'M1 Auto Glass Shop, 4215 Parry Ave, Dallas' (matching address) - 'specializes in auto glass windshield repair for any glass from cars, trucks, and 18 wheelers'; services are auto mirror/window/windshield repair and replacement. Own domain content not indexed in results",,Auto-Glass-Tint-Audio
NO,web-searched,AutoGlass Rehab,https://www.myautoglassrehab.com/?utm_campaign=gmb,myautoglassrehab.com,Dallas,TX,+1 214-393-5972,"701 Commerce St, Dallas, TX 75202, United States",4.7,250,Yes,,,True,Mobile auto glass repair and replacement,high,"myautoglassrehab.com/services - 'windshield repair, replacement, ADAS calibration, and side & rear glass services... commercial fleet glass, semi truck windshield, box truck & van glass'",,Auto-Glass-Tint-Audio
YES,web-searched,Binswanger Glass,https://www.binswangerglass.com/branch/dallas-tx-4222-harry-hines-blvd/,binswangerglass.com,Dallas,TX,+1 214-520-6583,"4222 Harry Hines Blvd, Dallas, TX 75219, United States",3.9,87,Yes,"Residential window glass repair and replacement incl. foggy insulated-glass (IG) units; commercial storefronts, curtain wall, entrance systems and glass partitions",Both,False,Full-service residential and commercial glass company,high,"binswangerglass.com/residential-glass/windows-glass-repair-replacement/ 'Window Glass Repair & Replacement'; Dallas branch page (4222 Harry Hines Blvd) - 'specialize in home glass repair, broken window repair, and commercial glass repair, including glass storefront doors'; listed as a Dallas ISD vendor for 'window glazing, repair and installation services'",,Auto-Glass-Tint-Audio
NO,web-searched,Bonnie & Clyde Car Stereo & Window Tinting,http://bncstereo.com/,bncstereo.com,Dallas,TX,+1 972-241-1187,"11311 Harry Hines Blvd #104, Dallas, TX 75229, United States",4.8,1731,Yes,,,True,"Car audio/stereo, auto security and automotive window tint",high,"bncstereo.com/about-us/ - 'family owned and operated car electronics store... selling and installing mobile electronics in the DFW region'; services listed = Car Stereo Installation, Auto Security, Car Window Tinting, CB radios, alarms, backup cameras. No building glass.",,Auto-Glass-Tint-Audio
NO,NOT SEARCHED,Budget Auto Glass,https://windshielddfw.com/,windshielddfw.com,Richardson,TX,+1 972-994-9657,"809 S Sherman St, Richardson, TX 75081, United States",4.5,55,No,,,True,Auto glass and windshield company,high,"windshielddfw.com / budgetautoglasstx.com - 'a full-service auto glass and windshield company in Richardson, TX'; services are auto glass, mirror/regulator replacement, windshield repair and replacement",,Auto-Glass-Tint-Audio
NO,web-searched,Caliber Auto Glass,https://www.caliber.com/find-a-location/dallas-self-plaza-dr-glass-75218?utm_source=google&utm_medium=gbp-profile&utm_campaign=webform-GBPwebsite&utm_content=&utm_term=&utm_id=0967,caliber.com,Dallas,TX,+1 888-461-0010,"12101 Self Plaza Dr, Dallas, TX 75218, United States",4.7,47368,Yes,,,True,"National auto glass / collision chain (windshield repair & replacement, ADAS calibration)",high,"caliber.com/find-a-location/...-glass pages: 'windshield repair, windshield replacement, side window replacement, fleet services, mobile auto glass repair, ADAS calibration, hail damage repair'. Vehicle-only.",,Auto-Glass-Tint-Audio
NO,web-searched,Coleman Windshield,http://colemanwindshield.com/,colemanwindshield.com,Dallas,TX,+1 972-646-6412,"4428 Main St, Dallas, TX 75226, United States",4.8,4818,No,,,True,Mobile auto glass / windshield replacement,high,"colemanwindshield.com titled 'COLEMAN WINDSHIELD - Auto Glass Shop'; services = 'car door glass replacement, back windshield replacement, vent glass, hatchback glass, truck glass'. Mobile service comes to home/office but the work is on vehicles.",,Auto-Glass-Tint-Audio
NO,web-searched,Dallas Auto Glass,https://dallasautoglass.net/,dallasautoglass.net,Dallas,TX,+1 214-810-9990,"12700 Hillcrest Rd, Dallas, TX 75230, United States",5.0,11,Yes,,,True,Auto glass repair and windshield replacement,medium,"dallasautoglass.net home page title 'Dallas Auto Glass Repair Service Near 214 810 9990 Windshield ...' and /AutoGlassRepair page; Yelp listing for 12700 Hillcrest Rd lists only 'auto mirror repair, auto window repair, auto mirror replacement, auto window replacement'. A second, residential-targeted search surfaced no building-glass pages on the domain.",,Auto-Glass-Tint-Audio
NO,web-searched,Dallas Car Audio,http://dallascaraudio.us/,dallascaraudio.us,Dallas,TX,+1 214-275-8000,"3806 S Buckner Blvd, Dallas, TX 75227, United States",4.4,596,Yes,,,True,"Car audio installation, vehicle security, automotive window tint",high,"dallascaraudio.us and dallascaraudio.us/services/window-tinting/ - 'cutting-edge car audio installations, advanced vehicle security systems, and premium window tinting services'. Automotive tint only.",,Auto-Glass-Tint-Audio
NO,web-searched,Dallas Car Stereo & Tint,http://www.dfwcarstereo.com/,dfwcarstereo.com,Dallas,TX,+1 214-398-2820,"9110 Bruton Rd, Dallas, TX 75217, United States",4.4,235,Yes,,,True,"Car stereo/audio, video, remote start, vehicle wraps, automotive window tint",high,"'custom car audio, window tint, mobile video, remote start security, vehicle wraps, and Viper alarms... to motor vehicles and marine applications' (Yelp/company listing for 9110 Bruton Rd). Tint film only, no glass installation in buildings.",,Auto-Glass-Tint-Audio
YES,web-searched,Dallas Glass and Auto,http://dallasglassandauto.com/,dallasglassandauto.com,,,+1 972-900-7194,,5.0,95,Yes,Residential glass repair and replacement - broken/cracked home windows - alongside its auto glass work,Residential,True,Auto glass / windshield replacement with a residential glass repair line,medium,"dallasglassandauto.com: 'skilled technicians providing timely, professional service for both auto and residential glass repair needs'; 'high-quality, durable glass for vehicles and homes'; 'They handle cracked windshields, broken windows, and full glass replacements.'",,Auto-Glass-Tint-Audio
