company_name,website,domain,phone,address,rating,review_count,qualified,window_services,also_vehicle_glass,confidence,evidence,source,site_status,locations,other_phones,other_addresses
Epic Septic of Austin,https://www.epicseptic.com/,epicseptic.com,+1 877-771-3742,"8626 Old Bee Caves Rd Unit A, Austin, TX 78735, United States",5,217,NO,no window installation or repair signal on site,False,medium,,site scrape,NO,1,,
Eric's Home Renovations,http://ericshomerenovation.com/,ericshomerenovation.com,+1 682-318-4710,,4.9,96,YES,window replacement/installation,False,high,"replacements that improve comfort, security, and appearance. Entry, patio & interior doors Window replacement & upgrades Precision installation Home Additions Seamless expansions designed to integrate",site scrape,YES,1,,
Eridion Glass LLC,http://eridionglass.com/,eridionglass.com,+1 844-374-3466,,5,17,YES,building glass replacement; commercial storefront glazing,False,high,3466) Terms of Service bottom of page Eridion Glass | Residential Glass Services .,site scrape,YES,1,,
Euro Wholesale Windows,https://europawindows.com/,europawindows.com,+1 512-938-8588,"10923 Sierra Oaks, Austin, TX 78759, United States",1,4939,YES,"European window and door selection, customization and installation",False,medium,"Directory listing for Europa Windows, Austin TX — 'a leader in European windows and doors in Texas, making the process of window selection, customization, and installation smooth'. No content from europawindows.com itself is indexed, so the installation claim comes from the directory entry rather th",web search,UNREACHABLE,1,,
EuroCraft Exteriors,http://www.eurocraftexteriors.com/,eurocraftexteriors.com,+1 512-657-6900,"6410 Johanne Ct, Austin, TX 78750, United States",5,42,YES,named window styles; window product line; window replacement/installation,False,high,"r, Roofing Service, Roofing, Metal Roofing, Metal Roofer, Shingle Roofing, Shingle Roofer, Window Replacement, Windows, Siding, Siding Replacement .",site scrape,YES,1,,
eurostyle impact window,http://eurostyleimpactwindows.com/,eurostyleimpactwindows.com,+1 954-668-0701,"4750 N Dixie Hwy Unit 2, Oakland Park, FL 33334, United States",4.2,19,YES,installs/replaces windows; named window styles; replacement windows; window product line; windows & doors,False,high,Dealer manufacture company Enhance performance and comfort with replacement windows installed by our professional team.,site scrape,YES,1,,
Eurotech Windows,http://etiwindows.com/,etiwindows.com,+1 954-630-9967,"4201 NE 12th Terrace, Oakland Park, FL 33334, United States",4.6,56,YES,window product line; windows & doors,False,high,EuroTech Industries | Hurricane Impact Windows & Doors .,site scrape,YES,1,,
Eva's Draperies & Home Decor,http://www.evasdrapes.com/,evasdrapes.com,+1 214-995-2628,"2532 Converse St, Dallas, TX 75207, United States",4.9,22,NO,window treatments,False,medium,Eva's Draperies & Home Decor .,site scrape,NO,1,,
Everest Roofing,https://everestroofingil.com/,everestroofingil.com,+1 779-368-0826,"4701 Hydraulic Rd, Rockford, IL 61108, United States",4.8,79,YES,"Window replacement — vinyl, wood and metal window options",False,high,"everestroofingil.com/residential-services/window-replacment/ — 'Everest Roofing offers window replacement service with quality and competitive prices... vinyl or wood windows, metal options, and stylish shutters'.",web search,UNKNOWN,1,,
Everglade Screen and Window,https://evergladescreenandwindow.com/,evergladescreenandwindow.com,+1 954-371-0498,"807 NE 4th Ave, Fort Lauderdale, FL 33304, United States",4.9,101,YES,window product line; window replacement/installation; windows & doors,False,high,erglade Screen and Window provides screen enclosure installation and hurricane impact window and door installation for residents in South Florida.,site scrape,YES,1,,
Everlasting Window & Door,https://everlastingwindow.com/,everlastingwindow.com,+1 623-544-7128,"21602 N 3rd Ave, Phoenix, AZ 85027, United States",4.5,239,YES,installs/replaces windows; named window styles; replacement windows; window product line; window replacement/installation; windows & doors,False,high,r About Contact Service Areas Request Service Phone (623) 544-7128 Schedule An Appointment Window Replacement Exterior Doors Windows & Doors One Day Baths Window & Door Replacement for Arizona Homes W,site scrape,YES,1,,
Evolution Doors,https://evolution-doors.com/,evolution-doors.com,+1 786-374-3444,,5,34,YES,window replacement/installation,False,high,Founder-led sliding glass door & window repair from Broward to the Treasure Coast.,site scrape,YES,1,,
Excellence Appliance Repair,https://excellenceappliancerepair.com/austin/,excellenceappliancerepair.com,+1 512-548-2059,"7035 Bee Caves Rd Ste 102, Austin, TX 78746, United States",5,254,NO,no window installation or repair signal on site,False,medium,,site scrape,NO,1,,
Excelsior Glass and Mirror LLC,http://excelsiorglass.co/,excelsiorglass.co,+1 214-622-3021,,4.4,20,YES,building glass replacement; commercial storefront glazing; insulated glass unit work; named window styles; window replacement/installation,False,high,Window Installation – Glass and Mirror | Excelsior Glass and Mirror .,site scrape,YES,1,,
Exclusive Windows & Doors,http://www.exclusivewindowsanddoors.com/,exclusivewindowsanddoors.com,+1 512-341-9282,"9324 Neils Thompson Dr, Austin, TX 78758, United States",4.6,11,YES,window product line; windows & doors,False,high,"resilient aluminum cladding, or any number of various species of wood inside & out, we have a wood window for every home.",site scrape,YES,1,,
Exotic Shades & Draperies,https://www.exoticshades.com/?utm_source=listings&utm_medium=referral&utm_campaign=local,exoticshades.com,+1 954-881-9331,"4539 Powerline Rd, Fort Lauderdale, FL 33309, United States",5,121,NO,window tint/film; window treatments,False,medium,"Romo, Zimmer + Rohde, Kravet, Manuel Canovas, Christian Fischbacher - and for solar screens we favor Mermet's KOOLBLACK weaves: the dark screen that keeps the view without the heat.",site scrape,NO,1,,
Expert Electronics,,,+1 779-423-0383,"3940 Broadway, Rockford, IL 61108, United States",4.6,194,NO,car audio and vehicle window tint,False,high,"Yelp 'EXPERT ELECTRONICS - 3940 Broadway, Rockford, Illinois - Car Stereo Installation'; 'premier car audio, window tint and home theater supplier... car stereo/window tint shop since 1984'.",web search,NO_WEBSITE,1,,
EXPERT WINDOW TINT WRAP,https://expertwindowtint.godaddysites.com/,expertwindowtint.godaddysites.com,+1 214-407-0238,"11507 Harry Hines Blvd, Dallas, TX 75229, United States",4.9,82,NO,window tint/film,False,medium,EXPERT WINDOW TINT .,site scrape,NO,1,,
Expo Home Improvement,https://www.expohomeimprovement.com/,expohomeimprovement.com,+1 972-486-9166,"13859 Diplomat Dr Ste 180, Farmers Branch, TX 75234, United States",4.9,2657,YES,installs/replaces windows; named window styles; replacement windows; window product line; window replacement/installation,False,high,s!* Home Services Bathroom Remodeling Kitchen Remodeling Services for Texas Homes Window Replacement Door Replacement About About Us Service Areas Careers at Expo Home Improvement Reviews Referral Re,site scrape,YES,1,,
Express Autoglass DFW,,,+1 214-815-4866,,5,2,NO,"vehicle/automotive business, no glass or window signal",False,medium,,name/review keywords,NO_WEBSITE,1,,
Express Glass & Board Up Sliding Glass Door & Window Repair,https://expressglassfl.com/,expressglassfl.com,+1 954-707-6443,"2701 W Oakland Park Blvd Ste 225C, Fort Lauderdale, FL 33311, United States",4.3,55,YES,building glass replacement; commercial storefront glazing; insulated glass unit work; window product line; window replacement/installation; windows & doors,False,high,s Impact Windows & Doors Storefront Glass Replacement Commercial Glass Systems Residential Window Replacement Sliding Glass Doors Glass Railings Frameless Shower Enclosures Custom Mirrors Hurricane Gl,site scrape,YES,1,,
Express Impact Glass Manufacturing Fort Lauderdale,https://expressimpactglass.com/locations/fort-lauderdale/?utm_campaign=GBPwebsite&utm_medium=organic&utm_source=google,expressimpactglass.com,+1 954-507-2222,"2003 W Cypress Creek Rd Ste 109, Fort Lauderdale, FL 33309, United States",5,2,YES,insulated glass unit work; window product line; window replacement/installation,False,high,your home’s safety but can also save you money in the long run by preventing costly window replacements and repairs inside your home after a storm.,site scrape,YES,1,,
Express Window,,,,"5502 Harry Hines Blvd, Dallas, TX 75235, United States",0,0,UNRESOLVED,unknown,False,low,No business of this name found at 5502 Harry Hines Blvd (that address indexes as a Wendy's). Other 'Express' matches are different companies at different addresses — Window Tint Polarizado Express (10,no usable evidence,NO_WEBSITE,1,,
Ez fix remodeling & renovations,,,+1 682-785-9074,,5,20,YES,Interior/exterior door and window installs as part of handyman & remodeling work,False,low,"Best match found is 'EZ Fix Handyman & Renovations' (Facebook: 'Ez fix handyman renovations & remodeling | Hurst TX'), 1128 Karla Dr, Hurst TX, whose Yelp/Houzz listing says it specializes in 'door and window installs, flooring, baseboard and crown molding install, trim work, kitchen and bathroom re",web search,NO_WEBSITE,1,,
EZ Pro Services,https://eztakesitdown.com/,eztakesitdown.com,+1 512-815-6950,,5,13,NO,no window installation or repair signal on site,False,medium,,site scrape,NO,1,,
EZ Slide Austin,https://sliderrepairaustin.com/,sliderrepairaustin.com,+1 512-721-8274,,4.8,11,YES,installs/replaces windows; named window styles; replacement windows; window product line; window replacement/installation; windows & doors,False,high,vice Phone Your Zip * Service * Service Complete Renovation Energy Efficient Upgrades Full Window Replacement Non-Grid Window Upgrade Single Window Replacement Sliding Door Replacement Window * Window,site scrape,YES,1,,
Factory Direct Windows,https://www.factorydirectwindows.com/,factorydirectwindows.com,+1 602-703-0131,"331 E Chilton Dr, Chandler, AZ 85225, United States",5,60,YES,window in name + review describes window work,False,medium,,name/review keywords,UNKNOWN,1,,
Faith Auto Glass,https://www.faithautoglassdallas.com/,faithautoglassdallas.com,+1 214-421-1575,"5301 S Second Ave, Dallas, TX 75210, United States",4.8,670,NO,vehicle glass,True,medium,Windshield Replacement Dallas TX | Faith Auto Glass .,site scrape,NO,1,,
Fast & Fair Windshield Repair,,,+1 512-333-2030,,3.6,17,NO,"vehicle/automotive business, no glass or window signal",False,medium,,name/review keywords,NO_WEBSITE,1,,
Fast Glass Guys,http://fastglassguys.com/,fastglassguys.com,+1 954-969-9888,"6874 NW 20th Ave, Fort Lauderdale, FL 33309, United States",4.9,80,YES,Window glass repair and replacement in homes and commercial storefronts; storefront door/system replacement,False,high,"fastglassguys.com/window-repair/ and /glass-repair-fort-lauderdale/ — 'They specialize in commercial storefront and residential windows. They service, repair & replace most commercial door & storefront systems'; 'glass repair and replacement in windows, sliding glass doors, tabletops, skylights'.",web search,UNREACHABLE,1,,
Fast Glass Service,http://www.fastglassservice.com/,fastglassservice.com,+1 512-836-4947,"837 Sagebrush Dr, Austin, TX 78758, United States",4.3,6,NO,no window installation or repair signal on site,False,medium,,site scrape,NO,1,,
FastFrame & The Westlake Gallery,https://fastframewestlake.com/?utm_source=google&utm_medium=local&utm_campaign=gmb,fastframewestlake.com,+1 512-306-0999,"701 S Capital of Texas Hwy Ste D-460, Austin, TX 78746, United States",4.8,92,NO,Custom picture framing and art gallery,False,high,"fastframewestlake.com/services/ — 'designing and building custom picture frames for the Greater Austin area since 1999'; canvas stretching, shadow boxes, printing. Nothing to do with building windows.",web search,UNREACHABLE,1,,
FASTSIGNS of Dallas TX - Love Field,https://www.fastsigns.com/west-dallas-tx/,fastsigns.com,+1 214-646-3869,"1555 Prudential Dr, Dallas, TX 75235, United States",4.9,83,NO,"custom sign, banner and graphics franchise",False,high,"fastsigns.com/west-dallas-tx/ — 'local visual communications and branding agency ... banners, graphics, marketing materials, event displays, vinyl graphics, vehicle wraps, poster printing'. Sign installation only, not window work.",web search,UNREACHABLE,1,,
Feldco Windows Siding Doors & Roofing of Rockford,https://www.4feldco.com/locations/rockford?utm_source=GBP&utm_medium=organic&utm_campaign=rockford,4feldco.com,+1 866-433-5326,"4322 Maray Dr, Rockford, IL 61107, United States",4.7,443,YES,installs/replaces windows; named window styles; pane glazing work; replacement windows; window product line; window replacement/installation,False,high,"d Home Exterior Company Since 1976 The Midwest's #1 home exterior company since 1976. From window replacement to siding, doors, and roofing, we help homeowners across Illinois, Wisconsin, Indiana, Iow",site scrape,YES,1,,
Fenstermann LLC,https://fenstermann.com/,fenstermann.com,+1 305-746-0603,,0,0,NO,window treatments,False,medium,Fenstermann Blinds & Shades – Style Meets Function .,site scrape,NO,2,+1 619-665-9446,
FG Installation Services,http://www.fginstallationservices.com/,fginstallationservices.com,+1 954-496-5159,"2880 NE 32nd St, Fort Lauderdale, FL 33306, United States",5,12,NO,"Kitchen cabinet, closet and bathroom installation / room remodeling",False,medium,"Houzz + Yellowpages profiles — 'committed to delivering quality design and installation of kitchen cabinets (including IKEA), closets, bathroom, wall units and total room remodeling'. No impact-window or window work found.",web search,UNREACHABLE,1,,
