company_name,website,domain,city,state,phone,address,rating,review_count,status,basis,confidence,source
Shining Image of Texas Yes,https://shiningimage.com/,shiningimage.com,,,+1 512-358-4784,,4.7,141,NO,window cleaning/washing,high,name + review keyword filter
Robin Bond Interiors Yes,https://www.robinbondinteriors.com/,robinbondinteriors.com,,,+1 512-358-7200,,0,0,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Four Seasons Auto Glass LLC Yes,,,,,+1 512-365-9178,,5,2,NEEDS_SITE_CHECK,"auto-glass name, but may also do building glass — must verify",,name + review keyword filter
MNP Window and Door Yes,https://mnpwindowanddoor.com/,mnpwindowanddoor.com,,,+1 512-368-8845,,5,26,YES,name states window installation/replacement/doors,high,name + review keyword filter
Windows & Doors by James Yes,https://www.windowsanddoorsbyjames.com/,windowsanddoorsbyjames.com,,,+1 512-379-1652,,4.4,7,YES,name states window installation/replacement/doors,high,name + review keyword filter
O DOUBLE G OUTDOORS Yes,http://odoublegoutdoors.com/,odoublegoutdoors.com,,,+1 512-387-2068,,4.9,30,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Nuvidro Window Cleaning - Austin Yes,,,,,+1 512-387-4711,,5,0,NO,window cleaning/washing,high,name + review keyword filter
Austin Handyman 512 Yes,http://ahm512.com/,ahm512.com,,,+1 512-412-5719,,4.8,204,NEEDS_SITE_CHECK,"glass shop or building contractor, window scope unknown",,name + review keyword filter
Davidson Window Cleaning Yes,https://davidsonwindowcleaningllc.com/,davidsonwindowcleaningllc.com,,,+1 512-413-7227,,5,11,NO,window cleaning/washing,high,name + review keyword filter
Windowpros LLC Yes,https://austinwindowpros.com/,austinwindowpros.com,,,+1 512-422-1907,,5,12,YES,window in name + review describes window work,high,name + review keyword filter
Franklin’s Property Services Yes,,,,,+1 512-423-6268,,5,20,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Reformation Roofing Yes,https://maps.gstatic.com/tactile/pane/default_geocode-1x.png,maps.gstatic.com,,,+1 512-430-0195,,,,NEEDS_SITE_CHECK,"glass shop or building contractor, window scope unknown",,name + review keyword filter
LoneStar Glass Replacement Yes,https://glassreplacementaustin.com/,glassreplacementaustin.com,,,+1 512-431-7056,,4.1,14,NEEDS_SITE_CHECK,"glass shop or building contractor, window scope unknown",,name + review keyword filter
Lakeway Home & Commercial Services Yes,,,,,+1 512-434-0481,,0,0,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Reyna Foundation Repair Yes,https://www.reynafoundationrepair.com/,reynafoundationrepair.com,,,+1 512-450-2533,,4.9,27,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Lakeway Windows and Doors Yes,https://www.lakewaywindowsanddoors.com/,lakewaywindowsanddoors.com,,,+1 512-456-3539,,5,0,YES,name states window installation/replacement/doors,high,name + review keyword filter
Wood & Stone Homes Yes,http://www.woodandstonehomes.com/,woodandstonehomes.com,,,+1 512-460-0094,,4.5,23,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Christen Ales Interiors Yes,https://www.christenalesinteriors.com/,christenalesinteriors.com,,,+1 512-468-3585,,5,13,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Home Improvement and Repair Yes,http://www.homeimprovementsandrepair.com/,homeimprovementsandrepair.com,,,+1 512-483-1115,,5,6,NEEDS_SITE_CHECK,"glass shop or building contractor, window scope unknown",,name + review keyword filter
Streamline Construction & Austin Roofing Yes,https://streamlineroofingtexas.com/?utm_source=google&utm_medium=organic&utm_campaign=google_business_profile,streamlineroofingtexas.com,,,+1 512-489-7663,,5,34,NEEDS_SITE_CHECK,"glass shop or building contractor, window scope unknown",,name + review keyword filter
Grace Remodeling & Construction Yes,,,,,+1 512-497-1529,,5,60,NEEDS_SITE_CHECK,"glass shop or building contractor, window scope unknown",,name + review keyword filter
Austin Tiny Homes Yes,https://www.myatxtinyhouse.com/,myatxtinyhouse.com,,,+1 512-497-5988,,4.9,22,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Sparkle Squad of South Austin-Kyle-New Braunfels Yes,https://sparklesquad.com/south-austin-tx/?utm_source=googlebusinessprofile&utm_medium=organic&utm_campaign=Qiigo,sparklesquad.com,,,+1 512-503-8402,,5,75,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
EcoView Windows & Doors of Austin Texas Yes,http://www.ecoviewwindows.com/austin-texas/,ecoviewwindows.com,,,+1 512-505-8839,,5,0,YES,name states window installation/replacement/doors,high,name + review keyword filter
Technology Guru Yes,http://mytechguru.biz/,mytechguru.biz,,,+1 512-516-2096,,5,20,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Regal Home Service Yes,https://myrhrepairs.com/,myrhrepairs.com,,,+1 512-517-1037,,5,2,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Focal Point Designs Yes,https://www.hirefocalpointdesigns.com/,hirefocalpointdesigns.com,,,+1 512-522-1252,,4.9,34,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Clean Solutions Yes,https://www.cleansolutionsusa.com/?utm_source=google&utm_medium=business_profile&utm_campaign=website,cleansolutionsusa.com,,,+1 512-522-4134,,5,132,NO,window cleaning/washing,high,name + review keyword filter
Lakefront Windows Roofing Siding Yes,,,,,+1 512-522-6647,,5,11,NEEDS_SITE_CHECK,window in name but service type unconfirmed,,name + review keyword filter
Pioneer Window Cleaning LLC Yes,http://cleanwindowsaustin.com/,cleanwindowsaustin.com,,,+1 512-522-8286,,5,23,NO,window cleaning/washing,high,name + review keyword filter
Bobbitt Glass Co Yes,,,,,+1 512-523-5629,,0,0,NEEDS_SITE_CHECK,"glass shop or building contractor, window scope unknown",,name + review keyword filter
Rocky Glass Yes,,,,,+1 512-524-7336,,5,0,NEEDS_SITE_CHECK,"glass shop or building contractor, window scope unknown",,name + review keyword filter
ReaI Window SoIutions Yes,https://realwindowsolutions.com/,realwindowsolutions.com,,,+1 512-535-5160,,5,8,NEEDS_SITE_CHECK,window in name but service type unconfirmed,,name + review keyword filter
LIME Shine Yes,http://limeshinewc.com/,limeshinewc.com,,,+1 512-537-7024,,5,0,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Stained Glass Austin Yes,http://www.stainedglassaustin.com/,stainedglassaustin.com,,,+1 512-539-0432,,0,0,NEEDS_SITE_CHECK,"glass shop or building contractor, window scope unknown",,name + review keyword filter
Up and Down Blind Yes,http://www.upanddownblind.com/,upanddownblind.com,,,+1 512-550-8910,,5,6,NO,blinds/shades/shutters/drapery (window treatments),high,name + review keyword filter
Waterloo Windows Yes,https://waterloowindows.myshopify.com/,waterloowindows.myshopify.com,,,+1 512-554-6054,,4.8,57,NEEDS_SITE_CHECK,window in name but service type unconfirmed,,name + review keyword filter
Seven Auto Glass Yes,http://www.sevenautoglass.com/,sevenautoglass.com,,,+1 512-565-8292,,5,188,NEEDS_SITE_CHECK,"auto-glass name, but may also do building glass — must verify",,name + review keyword filter
Lakeway Roofing & Water Damage | WDR Yes,https://lakewayroofingandwaterdamage.com/,lakewayroofingandwaterdamage.com,,,+1 512-566-5512,,5,227,NEEDS_SITE_CHECK,"glass shop or building contractor, window scope unknown",,name + review keyword filter
Screens By Eric Yes,https://screensbyeric.com/,screensbyeric.com,,,+1 512-567-3452,,0,0,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
ClearCrew Yes,https://clearcrew.us/,clearcrew.us,,,+1 512-567-3798,,5,10,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Austin Clear Exterior Cleaning Yes,http://atxclear.com/,atxclear.com,,,+1 512-571-3477,,5,3,NEEDS_SITE_CHECK,"glass shop or building contractor, window scope unknown",,name + review keyword filter
Window Hero Austin Yes,https://windowhero.com/locations/austin/,windowhero.com,,,+1 512-572-5583,,5,11,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Shine On Window Cleaning Yes,http://www.facbook.com/ShineonwindowcleaningTX,facbook.com,,,+1 512-574-2869,,5,5,NO,window cleaning/washing,high,name + review keyword filter
AAA Window Washing Yes,https://www.aaawindowwashing.com/,aaawindowwashing.com,,,+1 512-577-3053,,0,0,NO,window cleaning/washing,high,name + review keyword filter
Xpress Auto Glass Yes,,,,,+1 512-580-6995,,5,2,NEEDS_SITE_CHECK,"auto-glass name, but may also do building glass — must verify",,name + review keyword filter
R S Remodeling Austin Yes,http://rsremodelingaustin.com/,rsremodelingaustin.com,,,+1 512-584-3274,,5,19,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Pace Home & Commercial Services Yes,,,,,+1 512-584-3936,,5,56,NO,window cleaning/washing,high,name + review keyword filter
Cooper Doors Yes,http://www.cooperdoorstx.com/,cooperdoorstx.com,,,+1 512-588-0622,,5,13,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
WL Window Cleaning Yes,,,,,+1 512-596-6899,,0,0,NO,window cleaning/washing,high,name + review keyword filter
Garage Doors Heavy Duty LLC Yes,https://garagedoorsheavydutyllc.com/,garagedoorsheavydutyllc.com,,,+1 512-596-9592,,5,39,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
GNZ BUILDERS LLC Yes,http://gnzbuilders.com/,gnzbuilders.com,,,+1 512-608-0523,,5,15,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Austin Window and Doors Yes,https://austinwindowanddoors.andersenwindowscertifiedcontractors.com/,austinwindowanddoors.andersenwindowscertifiedcontractors.com,,,+1 512-612-1829,,0,0,NEEDS_SITE_CHECK,window in name but service type unconfirmed,,name + review keyword filter
Quality One Windows Yes,,,,,+1 512-620-2420,,5,0,NEEDS_SITE_CHECK,window in name but service type unconfirmed,,name + review keyword filter
Rosy Service Cleaning LLC Yes,https://www.rosyservicecleaning.com/,rosyservicecleaning.com,,,+1 512-621-1306,,5,0,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Dynamic Visions Yes,,,,,+1 512-623-9442,,0,0,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Glass Savers (Glass Resurfacing) Yes,https://sdglassrestoration.com/austin-texas/,sdglassrestoration.com,,,+1 512-626-1270,,5,6,NEEDS_SITE_CHECK,"glass shop or building contractor, window scope unknown",,name + review keyword filter
TG Carpentry Austin TX Yes,http://tgcarpentryaustintx.com/,tgcarpentryaustintx.com,,,+1 512-626-7321,,5,15,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Sparkle Squad of Austin–Dripping Springs-Spicewood Yes,https://sparklesquad.com/austin-tx/?utm_source=googlebusinessprofile&utm_medium=organic&utm_campaign=Qiigo,sparklesquad.com,,,+1 512-631-2334,,5,180,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Haysco Siding & Windows Yes,https://hayscosiding.com/,hayscosiding.com,,,+1 512-638-6665,,5,8,YES,window in name + review describes window work,high,name + review keyword filter
Gloria Bonita Welding & Fabrication Yes,https://sites.google.com/view/gloriabonitawelding/work,sites.google.com,,,+1 512-638-6818,,5,6,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Window Film Austin Yes,http://www.windowfilmaustin.net/,windowfilmaustin.net,,,+1 512-643-0038,,0,0,NO,window tint/film only,high,name + review keyword filter
Round Rock Window Replacement Company Yes,https://www.roundrockwindowreplacementcompany.com/,roundrockwindowreplacementcompany.com,,,+1 512-643-5836,,4.2,5,YES,name states window installation/replacement/doors,high,name + review keyword filter
Austin Siding and Windows Company Yes,https://maps.gstatic.com/tactile/pane/default_geocode-1x.png,maps.gstatic.com,,,+1 512-643-9862,,,,NEEDS_SITE_CHECK,window in name but service type unconfirmed,,name + review keyword filter
FOG GONE GLASS Yes,https://foggoneglass.com/,foggoneglass.com,,,+1 512-653-7785,,5,0,NEEDS_SITE_CHECK,"glass shop or building contractor, window scope unknown",,name + review keyword filter
Summit Surface Solutions Yes,https://summitsurfacesolution.com/,summitsurfacesolution.com,,,+1 512-659-7674,,5,8,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Rosso Custom Window Coverings & Installations Yes,http://www.rossoinstallations.com/,rossoinstallations.com,,,+1 512-659-9402,,0,0,NEEDS_SITE_CHECK,window in name but service type unconfirmed,,name + review keyword filter
Windows N More Yes,http://www.windowsnmore.biz/,windowsnmore.biz,,,+1 512-663-4717,,5,4,NEEDS_SITE_CHECK,window in name but service type unconfirmed,,name + review keyword filter
Kevin's Glass & Roofing Yes,http://kevinsglassandroofing.com/,kevinsglassandroofing.com,,,+1 512-671-8740,,4.9,85,NEEDS_SITE_CHECK,"glass shop or building contractor, window scope unknown",,name + review keyword filter
American Security Screens Austin Yes,https://www.securityscreensaustin.com/,securityscreensaustin.com,,,+1 512-676-5819,,5,18,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Drippin' Clean LLC Yes,,,,,+1 512-676-9514,,0,0,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Wash and Glow Yes,https://washandglowcleaning.com/,washandglowcleaning.com,,,+1 512-688-7956,,5,80,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Select Lawnscapes LLC Yes,https://selectlawnscapes.com/,selectlawnscapes.com,,,+1 512-689-0170,,5,33,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Austin Doors & Trim Yes,,,,,+1 512-694-6067,,5,9,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
CR Window Coverings Yes,https://crwindowcoverings.com/,crwindowcoverings.com,,,+1 512-698-8216,,5,9,NEEDS_SITE_CHECK,window in name but service type unconfirmed,,name + review keyword filter
Reverse Remodeling Yes,,,,,+1 512-710-7004,,0,0,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Goliath Auto Glass Yes,https://www.goliathautoglass.com/,goliathautoglass.com,,,+1 512-710-8746,,4.9,141,NEEDS_SITE_CHECK,"auto-glass name, but may also do building glass — must verify",,name + review keyword filter
I Gotta Guy 4 That Yes,http://www.igottaguy4that.com/,igottaguy4that.com,,,+1 512-715-4997,,5,18,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Legacy Glass & Mirror Yes,,,,,+1 512-717-2576,,4,4,NEEDS_SITE_CHECK,"glass shop or building contractor, window scope unknown",,name + review keyword filter
EZ Slide Austin Yes,https://sliderrepairaustin.com/,sliderrepairaustin.com,,,+1 512-721-8274,,4.8,11,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Legacy DCS Yes,http://www.legacydcs.com/,legacydcs.com,,,+1 512-726-0500,,4,21,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
Mercury Exteriors Yes,https://mercuryexteriors.com/,mercuryexteriors.com,,,+1 512-729-7663,,5,79,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
AL DEX Renovation LLC Yes,,,,,+1 512-740-7370,,5,24,NEEDS_SITE_CHECK,insufficient signal,,name + review keyword filter
